,Site,Grainsize,Perm_Population,Por_Population,Perm_measure1,Perm_measure2,Perm_measure3,Perm_measure4,Perm_measure5,Por_measure1,Por_measure2,Por_measure3,Por_measure4
4244,FD05,G,16654.0,22.0,14505.0,13607.0,16249.0,,,21.0,24.0,,
4245,FD05,G,1370.0,19.0,1596.0,1436.0,917.0,,,21.0,21.0,19.0,19.0
4246,FD02,G,1229.0,16.0,1557.0,1128.0,1119.0,977.0,,14.0,15.0,17.0,15.0
4247,FD03,G,,19.0,,,,,,20.0,18.0,19.0,17.0
4248,FD04,G,2985.0,18.0,2692.0,2953.0,,,,17.0,17.0,19.0,18.0
4249,FD01,G,8705.0,17.0,8918.0,6027.0,7687.0,7282.0,,19.0,19.0,19.0,
4250,FD05,G,2598.0,15.0,2946.0,3399.0,2179.0,,,15.0,18.0,18.0,16.0
4251,FD03,G,436.0,20.0,386.0,457.0,602.0,433.0,,22.0,17.0,,
4252,FD04,G,1188.0,18.0,967.0,1063.0,948.0,,,17.0,18.0,,
4253,FD05,G,14032.0,16.0,14896.0,12552.0,13012.0,,,15.0,15.0,,
4254,FD06,G,8242.0,19.0,9035.0,11443.0,6007.0,6203.0,,20.0,17.0,19.0,
4255,FD06,G,,25.0,,,,,,26.0,30.0,25.0,28.0
4256,FD03,G,1114.0,14.0,1108.0,1081.0,1277.0,,,12.0,13.0,,
4257,FD05,G,2545.0,21.0,1979.0,2902.0,,,,19.0,20.0,,
4258,FD05,G,4527.0,20.0,3215.0,4124.0,5390.0,3973.0,4621.0,20.0,21.0,20.0,20.0
4259,FD06,G,2156.0,17.0,2048.0,2260.0,2301.0,2574.0,1617.0,18.0,14.0,,
4260,FD07,G,31389.0,17.0,17941.0,23724.0,21002.0,40416.0,28313.0,17.0,20.0,15.0,17.0
4261,FD01,G,2703.0,21.0,2306.0,2103.0,2161.0,,,22.0,15.0,,
4262,FD02,G,10268.0,17.0,8284.0,8958.0,9601.0,7580.0,,16.0,16.0,17.0,16.0
4263,FD06,G,1097.0,17.0,1192.0,1152.0,1303.0,1445.0,,19.0,18.0,,
4264,FD05,G,3366.0,26.0,2998.0,2634.0,5594.0,2774.0,,25.0,24.0,27.0,25.0
4265,FD06,G,813.0,17.0,1241.0,844.0,643.0,731.0,,16.0,17.0,16.0,17.0
4266,FD07,G,5315.0,15.0,6976.0,4675.0,,,,13.0,15.0,13.0,
4267,FD05,G,13962.0,15.0,15463.0,16729.0,15063.0,13263.0,,13.0,14.0,,
4268,FD01,G,2902.0,17.0,4245.0,2404.0,3035.0,,,13.0,15.0,16.0,20.0
4269,FD05,G,2774.0,17.0,1347.0,2798.0,2392.0,3162.0,1831.0,20.0,16.0,17.0,15.0
4270,FD01,G,3371.0,26.0,3515.0,2229.0,4559.0,,,29.0,30.0,26.0,24.0
4271,FD05,G,694.0,20.0,658.0,751.0,566.0,480.0,785.0,16.0,22.0,,
4272,FD05,G,2244.0,18.0,2850.0,2416.0,1833.0,,,16.0,17.0,17.0,18.0
4273,FD06,G,240.0,19.0,233.0,250.0,308.0,,,18.0,22.0,21.0,20.0
4274,FD04,G,10930.0,22.0,11474.0,11727.0,,,,22.0,23.0,21.0,
4275,FD07,G,1343.0,32.0,1451.0,1418.0,1225.0,,,36.0,33.0,37.0,
4276,FD03,G,9149.0,23.0,7384.0,8345.0,4885.0,,,21.0,25.0,25.0,
4277,FD07,G,968.0,17.0,1177.0,952.0,1106.0,1374.0,,16.0,16.0,,
4278,FD05,G,3179.0,20.0,3347.0,2720.0,3626.0,,,21.0,22.0,19.0,
4279,FD05,G,2089.0,20.0,1527.0,2524.0,2157.0,2131.0,1974.0,19.0,17.0,,
4280,FD06,G,262.0,18.0,225.0,294.0,,,,16.0,17.0,17.0,
4281,FD05,G,1912.0,21.0,2140.0,1644.0,1998.0,,,20.0,21.0,,
4282,FD05,G,1678.0,13.0,1289.0,1530.0,1552.0,1490.0,,14.0,13.0,14.0,
4283,FD07,G,1024.0,21.0,1260.0,1374.0,633.0,,,22.0,18.0,19.0,22.0
4284,FD07,G,4567.0,22.0,5500.0,4229.0,,,,23.0,23.0,27.0,20.0
4285,FD02,G,587.0,19.0,741.0,605.0,659.0,,,15.0,15.0,20.0,
4286,FD03,G,6887.0,15.0,4871.0,5935.0,4519.0,,,13.0,16.0,16.0,12.0
4287,FD03,G,3567.0,18.0,3856.0,3990.0,3210.0,,,17.0,16.0,18.0,16.0
4288,FD04,G,1778.0,25.0,1139.0,1495.0,2017.0,2240.0,,23.0,28.0,,
4289,FD04,G,3323.0,21.0,2572.0,3527.0,3851.0,,,23.0,19.0,19.0,
4290,FD04,G,4356.0,18.0,6692.0,3479.0,3435.0,6668.0,,20.0,18.0,19.0,18.0
4291,FD01,G,286.0,18.0,216.0,281.0,301.0,,,17.0,20.0,16.0,17.0
4292,FD03,G,531.0,21.0,554.0,696.0,534.0,635.0,,25.0,20.0,,
4293,FD06,G,2168.0,16.0,1831.0,2447.0,2060.0,,,15.0,14.0,15.0,17.0
4294,FD06,G,13684.0,20.0,13573.0,12182.0,11647.0,9087.0,,20.0,22.0,19.0,20.0
4295,FD03,G,,17.0,,,,,,19.0,18.0,17.0,19.0
4296,FD05,G,184.0,23.0,207.0,152.0,193.0,357.0,,19.0,22.0,25.0,25.0
4297,FD05,G,744.0,18.0,676.0,986.0,864.0,960.0,,17.0,17.0,14.0,17.0
4298,FD05,G,3366.0,23.0,4117.0,2884.0,2660.0,2831.0,,23.0,21.0,25.0,22.0
4299,FD04,G,25026.0,20.0,23867.0,18745.0,43510.0,,,18.0,24.0,21.0,23.0
4300,FD06,G,372.0,21.0,478.0,418.0,,,,22.0,21.0,22.0,19.0
4301,FD03,G,3164.0,17.0,2603.0,2076.0,2794.0,,,18.0,16.0,,
4302,FD07,G,2756.0,17.0,2504.0,3400.0,2405.0,,,15.0,17.0,19.0,18.0
4303,FD05,G,10957.0,22.0,8565.0,14100.0,8004.0,8853.0,,24.0,24.0,22.0,19.0
4304,FD06,G,6055.0,23.0,4303.0,6898.0,6296.0,6069.0,,25.0,24.0,22.0,25.0
4305,FD04,G,3067.0,20.0,2208.0,2223.0,2344.0,3446.0,3012.0,20.0,19.0,20.0,
4306,FD07,G,428.0,18.0,326.0,439.0,,,,19.0,20.0,,
4307,FD05,G,654.0,20.0,686.0,643.0,,,,20.0,20.0,21.0,18.0
4308,FD05,G,1780.0,16.0,1283.0,1525.0,1814.0,1876.0,,15.0,16.0,,
4309,FD04,G,738.0,21.0,591.0,1047.0,842.0,,,21.0,19.0,22.0,
4310,FD05,G,2230.0,22.0,2349.0,2016.0,2308.0,,,20.0,21.0,20.0,
4311,FD06,G,254.0,19.0,229.0,243.0,240.0,,,17.0,20.0,,
4312,FD05,G,2591.0,17.0,2546.0,2885.0,4099.0,1863.0,,14.0,18.0,,
4313,FD04,G,5306.0,20.0,5016.0,5574.0,3024.0,5163.0,,18.0,19.0,21.0,17.0
4314,FD07,G,6314.0,21.0,4611.0,6103.0,6933.0,,,21.0,20.0,,
4315,FD07,G,136.0,23.0,135.0,123.0,152.0,199.0,138.0,23.0,22.0,,
4316,FD04,G,8529.0,16.0,12163.0,6415.0,5627.0,,,15.0,15.0,17.0,
4317,FD07,G,,21.0,,,,,,21.0,23.0,22.0,24.0
4318,FD07,G,2742.0,26.0,2809.0,2976.0,1666.0,,,28.0,29.0,25.0,25.0
4319,FD03,G,34.0,19.0,33.0,37.0,40.0,,,19.0,23.0,20.0,18.0
4320,FD06,G,,18.0,,,,,,18.0,19.0,,
4321,FD04,G,35357.0,16.0,18905.0,29409.0,30547.0,,,19.0,16.0,16.0,16.0
4322,FD03,G,1362.0,21.0,1139.0,1140.0,1139.0,1131.0,,22.0,24.0,24.0,22.0
4323,FD07,G,950.0,17.0,1393.0,1318.0,764.0,955.0,745.0,16.0,20.0,17.0,
4324,FD04,G,658.0,13.0,662.0,641.0,616.0,729.0,,14.0,12.0,11.0,16.0
4325,FD06,G,712.0,20.0,743.0,681.0,606.0,497.0,,21.0,21.0,23.0,19.0
4326,FD07,G,588.0,17.0,753.0,664.0,412.0,601.0,,17.0,14.0,18.0,17.0
4327,FD05,G,4849.0,24.0,5930.0,5272.0,5179.0,,,27.0,26.0,23.0,26.0
4328,FD04,G,23833.0,14.0,40564.0,16028.0,20338.0,,,13.0,13.0,12.0,
4329,FD07,G,1158.0,21.0,1093.0,906.0,925.0,,,21.0,24.0,,
4330,FD06,G,635.0,15.0,520.0,661.0,877.0,699.0,,16.0,16.0,13.0,15.0
4331,FD03,G,755.0,22.0,838.0,865.0,681.0,,,20.0,23.0,,
4332,FD03,G,892.0,25.0,752.0,1329.0,,,,23.0,23.0,,
4333,FD05,G,1485.0,19.0,1206.0,1566.0,1672.0,,,18.0,20.0,21.0,20.0
4334,FD04,G,637.0,17.0,699.0,686.0,,,,17.0,18.0,13.0,16.0
4335,FD05,G,1374.0,11.0,1287.0,1485.0,1095.0,,,10.0,11.0,12.0,13.0
4336,FD06,G,194.0,23.0,191.0,216.0,232.0,183.0,,25.0,20.0,24.0,
4337,FD05,G,5986.0,17.0,6463.0,5439.0,6690.0,4623.0,10604.0,20.0,16.0,15.0,19.0
4338,FD05,G,1381.0,14.0,1849.0,1231.0,1525.0,,,14.0,16.0,16.0,
4339,FD05,G,267.0,18.0,309.0,262.0,296.0,,,18.0,19.0,15.0,
4340,FD01,G,2596.0,17.0,3127.0,2597.0,2357.0,2309.0,2585.0,20.0,16.0,,
4341,FD07,G,282.0,22.0,406.0,355.0,,,,23.0,27.0,19.0,19.0
4342,FD07,G,4662.0,19.0,4212.0,3640.0,3282.0,4850.0,,19.0,15.0,19.0,19.0
4343,FD05,G,13452.0,15.0,6690.0,14555.0,22880.0,12095.0,,15.0,17.0,15.0,14.0
4344,FD04,G,2578.0,19.0,2609.0,4352.0,1937.0,2707.0,3228.0,17.0,16.0,18.0,17.0
4345,FD06,G,2571.0,19.0,2605.0,2649.0,,,,16.0,20.0,20.0,
4346,FD02,G,1038.0,20.0,950.0,1099.0,836.0,1112.0,,20.0,17.0,22.0,16.0
4347,FD05,G,2633.0,19.0,2991.0,4519.0,2354.0,,,18.0,24.0,17.0,
4348,FD01,G,11732.0,21.0,9081.0,17289.0,8321.0,7788.0,,22.0,19.0,20.0,
4349,FD07,G,2514.0,22.0,2697.0,1934.0,2008.0,,,19.0,18.0,19.0,23.0
4350,FD06,G,4338.0,19.0,3822.0,3288.0,4212.0,,,19.0,20.0,19.0,
4351,FD07,G,1990.0,14.0,2156.0,1797.0,1463.0,,,14.0,18.0,13.0,
4352,FD06,G,1697.0,20.0,1123.0,1438.0,1351.0,1741.0,,19.0,19.0,20.0,
4353,FD06,G,561.0,21.0,507.0,605.0,691.0,605.0,,21.0,19.0,20.0,
4354,FD05,G,938.0,16.0,1010.0,628.0,683.0,911.0,,16.0,13.0,17.0,
4355,FD02,G,10967.0,19.0,9592.0,20824.0,,,,15.0,16.0,16.0,20.0
4356,FD07,G,747.0,15.0,726.0,778.0,685.0,1059.0,970.0,17.0,13.0,15.0,
4357,FD04,G,3615.0,22.0,3179.0,4218.0,3243.0,4685.0,,25.0,19.0,19.0,
4358,FD06,G,4552.0,14.0,2795.0,7879.0,5002.0,5305.0,,11.0,10.0,12.0,13.0
4359,FD06,G,9841.0,15.0,6377.0,10048.0,16902.0,10338.0,,15.0,13.0,,
4360,FD06,G,10634.0,24.0,16479.0,10246.0,,,,24.0,25.0,28.0,
4361,FD06,G,3669.0,18.0,4468.0,2802.0,4493.0,4104.0,,17.0,19.0,21.0,19.0
4362,FD02,G,350.0,21.0,342.0,294.0,300.0,,,23.0,21.0,,
4363,FD05,G,,19.0,,,,,,20.0,17.0,16.0,
4364,FD05,G,963.0,25.0,1071.0,974.0,797.0,,,27.0,29.0,22.0,19.0
4365,FD01,G,1153.0,22.0,1020.0,1013.0,1014.0,849.0,1157.0,23.0,20.0,20.0,22.0
4366,FD06,G,335.0,20.0,416.0,409.0,370.0,,,21.0,21.0,21.0,19.0
4367,FD03,G,716.0,22.0,755.0,774.0,1018.0,817.0,,22.0,18.0,,
4368,FD05,G,781.0,21.0,559.0,798.0,649.0,419.0,,23.0,21.0,23.0,21.0
4369,FD06,G,2639.0,19.0,2589.0,2142.0,3887.0,,,21.0,17.0,19.0,19.0
4370,FD04,G,2156.0,22.0,2034.0,2529.0,1943.0,,,24.0,22.0,21.0,
4371,FD05,G,1451.0,16.0,1046.0,1310.0,2006.0,,,19.0,15.0,15.0,16.0
4372,FD02,G,2736.0,17.0,2267.0,2065.0,3749.0,,,16.0,18.0,,
4373,FD03,G,34.0,18.0,36.0,39.0,,,,19.0,21.0,19.0,16.0
4374,FD05,G,981.0,23.0,993.0,1313.0,1126.0,723.0,1068.0,24.0,23.0,,
4375,FD03,G,1187.0,19.0,943.0,1117.0,1012.0,,,20.0,17.0,,
4376,FD02,G,10950.0,19.0,8100.0,8556.0,,,,17.0,19.0,,
4377,FD04,G,3164.0,22.0,3665.0,6007.0,1991.0,2483.0,,23.0,21.0,22.0,22.0
4378,FD07,G,28786.0,16.0,28923.0,27403.0,27408.0,54542.0,,16.0,13.0,15.0,15.0
4379,FD05,G,12640.0,16.0,10307.0,12896.0,,,,18.0,13.0,15.0,17.0
4380,FD03,G,,17.0,,,,,,14.0,17.0,,
4381,FD01,G,4502.0,19.0,3873.0,5080.0,5346.0,6959.0,,20.0,17.0,23.0,19.0
4382,FD06,G,635.0,22.0,482.0,550.0,706.0,,,22.0,24.0,,
4383,FD05,G,4427.0,22.0,3686.0,4750.0,,,,23.0,21.0,24.0,
4384,FD04,G,836.0,15.0,710.0,804.0,,,,15.0,14.0,17.0,
4385,FD03,G,4674.0,17.0,5243.0,5486.0,4452.0,5925.0,,18.0,18.0,18.0,
4386,FD04,G,2746.0,16.0,3705.0,3420.0,3384.0,3360.0,,18.0,15.0,,
4387,FD07,G,1251.0,18.0,1057.0,1554.0,1877.0,,,19.0,18.0,,
4388,FD01,G,4341.0,20.0,2902.0,3979.0,4205.0,3421.0,,22.0,21.0,21.0,17.0
4389,FD01,G,75162.0,16.0,61303.0,84009.0,,,,17.0,18.0,16.0,18.0
4390,FD01,G,3253.0,21.0,2892.0,3701.0,1797.0,3817.0,,19.0,23.0,19.0,
4391,FD05,G,1386.0,18.0,1157.0,1142.0,1144.0,,,21.0,20.0,,
4392,FD07,G,3734.0,22.0,4845.0,4342.0,3564.0,,,25.0,24.0,19.0,22.0
4393,FD02,G,2631.0,18.0,3826.0,2500.0,2514.0,1995.0,5329.0,22.0,21.0,18.0,
4394,FD04,G,1814.0,23.0,1334.0,2104.0,2495.0,1298.0,,23.0,24.0,,
4395,FD07,G,650.0,17.0,525.0,661.0,642.0,,,18.0,20.0,17.0,
4396,FD04,G,3299.0,18.0,2925.0,3590.0,2777.0,3221.0,,19.0,16.0,16.0,20.0
4397,FD07,G,333.0,14.0,287.0,343.0,370.0,,,12.0,13.0,13.0,16.0
4398,FD05,G,974.0,18.0,1225.0,861.0,847.0,,,16.0,19.0,,
4399,FD05,G,1224.0,20.0,1456.0,1149.0,1296.0,,,18.0,24.0,,
4400,FD07,G,183.0,15.0,188.0,239.0,191.0,,,14.0,18.0,14.0,
4401,FD04,G,1290.0,19.0,1155.0,1369.0,1811.0,1828.0,1517.0,23.0,21.0,16.0,16.0
4402,FD05,G,2167.0,23.0,1762.0,1328.0,,,,20.0,23.0,25.0,
4403,FD03,G,3281.0,19.0,2825.0,4001.0,6085.0,2679.0,5094.0,16.0,23.0,,
4404,FD01,G,7106.0,20.0,9522.0,6812.0,3438.0,,,14.0,22.0,20.0,
4405,FD04,G,4357.0,23.0,6718.0,3624.0,3104.0,,,25.0,26.0,,
4406,FD05,G,2928.0,16.0,2337.0,3666.0,,,,19.0,13.0,,
4407,FD06,G,165.0,19.0,178.0,155.0,,,,18.0,18.0,18.0,18.0
4408,FD05,G,522.0,21.0,345.0,449.0,503.0,,,24.0,22.0,24.0,
4409,FD05,G,1993.0,18.0,2243.0,3057.0,2460.0,,,18.0,18.0,18.0,
4410,FD03,G,2652.0,22.0,3293.0,4793.0,2799.0,,,24.0,17.0,23.0,21.0
4411,FD06,G,999.0,19.0,783.0,1168.0,1153.0,886.0,,14.0,21.0,19.0,20.0
4412,FD07,G,8307.0,16.0,7137.0,7660.0,8035.0,8401.0,,17.0,17.0,,
4413,FD05,G,754.0,24.0,830.0,529.0,598.0,758.0,800.0,27.0,25.0,23.0,
4414,FD05,G,802.0,18.0,622.0,927.0,761.0,,,17.0,20.0,15.0,
4415,FD05,G,887.0,18.0,968.0,902.0,809.0,,,17.0,19.0,19.0,
4416,FD01,G,,17.0,,,,,,17.0,17.0,15.0,
4417,FD03,G,3031.0,25.0,3417.0,3197.0,2443.0,,,25.0,27.0,22.0,24.0
4418,FD05,G,1395.0,23.0,1433.0,1311.0,1333.0,975.0,,23.0,20.0,23.0,
4419,FD05,G,8511.0,20.0,14250.0,8979.0,9831.0,,,18.0,19.0,,
4420,FD04,G,1580.0,16.0,1128.0,2330.0,970.0,1335.0,1606.0,15.0,12.0,15.0,17.0
4421,FD02,G,2787.0,22.0,3230.0,3552.0,2868.0,1887.0,,22.0,25.0,,
4422,FD03,G,413.0,17.0,374.0,502.0,469.0,469.0,462.0,17.0,19.0,,
4423,FD03,G,175.0,19.0,171.0,158.0,166.0,181.0,150.0,18.0,20.0,17.0,
4424,FD06,G,4575.0,20.0,3525.0,5096.0,,,,19.0,19.0,19.0,21.0
4425,FD07,G,459.0,19.0,464.0,407.0,526.0,532.0,,23.0,20.0,,
4426,FD07,G,504.0,18.0,538.0,600.0,563.0,,,20.0,18.0,20.0,19.0
4427,FD03,G,167.0,22.0,194.0,138.0,153.0,,,21.0,21.0,20.0,19.0
4428,FD04,G,4535.0,19.0,4690.0,7512.0,3581.0,,,22.0,19.0,20.0,
4429,FD06,G,47798.0,18.0,41438.0,41647.0,48451.0,47548.0,,21.0,18.0,14.0,20.0
4430,FD04,G,1249.0,18.0,1642.0,1162.0,973.0,,,20.0,18.0,18.0,18.0
4431,FD05,G,277.0,19.0,196.0,315.0,293.0,,,22.0,22.0,16.0,
4432,FD07,G,65482.0,21.0,48608.0,48052.0,67922.0,,,22.0,20.0,23.0,25.0
4433,FD06,G,1627.0,17.0,1193.0,1973.0,1056.0,,,16.0,18.0,18.0,17.0
4434,FD01,G,257.0,18.0,281.0,281.0,336.0,,,21.0,15.0,20.0,16.0
4435,FD05,G,9509.0,21.0,11526.0,11106.0,,,,20.0,21.0,24.0,21.0
4436,FD05,G,15290.0,23.0,12050.0,10060.0,14762.0,17629.0,,21.0,23.0,22.0,26.0
4437,FD05,G,4388.0,16.0,4309.0,4320.0,6845.0,,,15.0,17.0,17.0,16.0
4438,FD06,G,797.0,20.0,815.0,751.0,840.0,,,21.0,21.0,23.0,19.0
4439,FD04,G,289.0,18.0,340.0,291.0,359.0,343.0,,17.0,16.0,18.0,19.0
4440,FD06,G,,20.0,,,,,,22.0,19.0,23.0,
4441,FD04,G,662.0,17.0,554.0,775.0,667.0,,,16.0,18.0,,
4442,FD05,G,10788.0,23.0,11886.0,8206.0,,,,28.0,25.0,,
4443,FD05,G,1481.0,17.0,1818.0,1859.0,1513.0,,,20.0,17.0,19.0,19.0
4444,FD05,G,8639.0,27.0,10551.0,6958.0,8552.0,,,20.0,26.0,,
4445,FD04,G,4545.0,19.0,3858.0,6048.0,5146.0,,,20.0,19.0,20.0,17.0
4446,FD05,G,3858.0,19.0,3930.0,4444.0,4390.0,,,17.0,20.0,,
4447,FD06,G,4468.0,18.0,6318.0,4254.0,,,,18.0,20.0,17.0,20.0
4448,FD05,G,524.0,18.0,422.0,453.0,,,,20.0,19.0,,
4449,FD05,G,8170.0,17.0,8059.0,10191.0,7809.0,,,17.0,16.0,19.0,18.0
4450,FD02,G,16186.0,19.0,14070.0,21223.0,17224.0,10628.0,,18.0,19.0,20.0,
4451,FD05,G,3540.0,15.0,2516.0,2876.0,,,,13.0,14.0,18.0,15.0
4452,FD05,G,1245.0,23.0,1341.0,1234.0,1172.0,1101.0,,25.0,24.0,25.0,28.0
4453,FD05,G,4842.0,17.0,3765.0,6990.0,7022.0,,,17.0,20.0,16.0,19.0
4454,FD05,G,130.0,20.0,134.0,112.0,103.0,,,22.0,23.0,18.0,20.0
4455,FD06,G,535.0,21.0,525.0,706.0,696.0,,,21.0,23.0,21.0,20.0
4456,FD04,G,7881.0,24.0,8221.0,11680.0,6691.0,,,22.0,25.0,23.0,
4457,FD05,G,710.0,15.0,944.0,593.0,784.0,,,13.0,14.0,16.0,13.0
4458,FD05,G,430.0,15.0,520.0,388.0,298.0,,,13.0,15.0,15.0,17.0
4459,FD05,G,2221.0,16.0,2946.0,2273.0,,,,16.0,15.0,13.0,13.0
4460,FD05,G,507.0,19.0,489.0,461.0,365.0,508.0,,21.0,20.0,20.0,19.0
4461,FD07,G,1925.0,15.0,1954.0,2241.0,,,,12.0,15.0,12.0,16.0
4462,FD05,G,11377.0,24.0,14095.0,12054.0,,,,23.0,23.0,,
4463,FD04,G,487.0,18.0,542.0,415.0,506.0,372.0,,20.0,17.0,19.0,18.0
4464,FD05,G,367.0,20.0,351.0,368.0,507.0,,,21.0,16.0,19.0,23.0
4465,FD04,G,294.0,18.0,410.0,273.0,238.0,264.0,,20.0,17.0,,
4466,FD05,G,6774.0,21.0,7134.0,7457.0,8025.0,6447.0,5432.0,27.0,23.0,18.0,
4467,FD05,G,372.0,18.0,339.0,366.0,396.0,428.0,,13.0,16.0,20.0,22.0
4468,FD07,G,1358.0,24.0,1375.0,1546.0,941.0,,,21.0,25.0,,
4469,FD04,G,2916.0,16.0,2465.0,2089.0,,,,16.0,16.0,,
4470,FD03,G,5247.0,14.0,5038.0,6205.0,,,,15.0,13.0,13.0,
4471,FD04,G,8567.0,20.0,9001.0,9866.0,8243.0,7577.0,,22.0,19.0,20.0,18.0
4472,FD05,G,899.0,22.0,962.0,742.0,799.0,,,22.0,26.0,23.0,
4473,FD03,G,,18.0,,,,,,19.0,17.0,16.0,17.0
4474,FD07,G,378.0,13.0,417.0,429.0,294.0,,,13.0,13.0,,
4475,FD06,G,549.0,15.0,556.0,621.0,,,,16.0,18.0,,
4476,FD05,G,2380.0,17.0,2041.0,1556.0,1997.0,,,17.0,17.0,18.0,18.0
4477,FD02,G,717.0,23.0,649.0,874.0,712.0,574.0,,23.0,20.0,,
4478,FD06,G,2595.0,16.0,3315.0,1957.0,3224.0,,,15.0,15.0,,
4479,FD07,G,2214.0,16.0,2427.0,2410.0,2246.0,,,16.0,14.0,,
4480,FD04,G,5189.0,16.0,5953.0,3803.0,4499.0,3922.0,,17.0,14.0,16.0,18.0
4481,FD07,G,3342.0,16.0,2250.0,2223.0,3831.0,,,16.0,15.0,,
4482,FD05,G,15160.0,19.0,18531.0,12479.0,,,,18.0,17.0,22.0,
4483,FD05,G,297.0,,351.0,386.0,,,,,,,
4484,FD03,G,8806.0,23.0,7739.0,9848.0,5538.0,12959.0,,23.0,29.0,19.0,20.0
4485,FD07,G,17530.0,25.0,14656.0,24374.0,20451.0,,,23.0,23.0,21.0,23.0
4486,FD03,G,1226.0,21.0,1095.0,1518.0,818.0,,,22.0,19.0,20.0,22.0
4487,FD04,G,8786.0,17.0,6682.0,6451.0,7639.0,8492.0,9619.0,20.0,17.0,16.0,15.0
4488,FD03,G,4601.0,21.0,5543.0,4142.0,6906.0,5128.0,,19.0,23.0,,
4489,FD05,G,5450.0,28.0,3722.0,6955.0,5289.0,5338.0,,24.0,24.0,30.0,
4490,FD02,G,1365.0,15.0,1433.0,2313.0,,,,16.0,15.0,18.0,
4491,FD05,G,3979.0,16.0,2671.0,3041.0,4187.0,2174.0,,16.0,14.0,,
4492,FD06,G,9502.0,19.0,5957.0,9821.0,11013.0,12086.0,,17.0,18.0,16.0,19.0
4493,FD05,G,1012.0,22.0,1370.0,972.0,1278.0,,,25.0,18.0,,
4494,FD05,G,1154.0,20.0,1633.0,1060.0,1435.0,,,21.0,21.0,20.0,
4495,FD02,G,1409.0,20.0,1395.0,1158.0,1483.0,,,21.0,20.0,23.0,17.0
4496,FD06,G,586.0,19.0,486.0,597.0,761.0,,,20.0,18.0,23.0,22.0
4497,FD03,G,1723.0,18.0,1464.0,1821.0,1432.0,,,18.0,16.0,18.0,17.0
4498,FD06,G,14586.0,18.0,12434.0,25031.0,12515.0,,,21.0,16.0,19.0,17.0
4499,FD01,G,541.0,18.0,797.0,591.0,563.0,,,20.0,19.0,20.0,23.0
4500,FD03,G,329.0,25.0,262.0,396.0,,,,29.0,26.0,27.0,28.0
4501,FD03,G,342.0,16.0,386.0,344.0,276.0,,,14.0,16.0,16.0,14.0
4502,FD05,G,2140.0,17.0,2581.0,2108.0,,,,15.0,15.0,17.0,16.0
4503,FD07,G,524.0,20.0,593.0,548.0,371.0,,,21.0,19.0,18.0,21.0
4504,FD05,G,3631.0,22.0,5218.0,2687.0,3921.0,,,21.0,24.0,22.0,
4505,FD05,G,424.0,19.0,331.0,566.0,470.0,,,17.0,19.0,20.0,18.0
4506,FD06,G,570.0,21.0,636.0,640.0,560.0,,,20.0,22.0,19.0,
4507,FD03,G,3055.0,20.0,6450.0,3791.0,,,,20.0,19.0,18.0,21.0
4508,FD05,G,376.0,20.0,372.0,294.0,445.0,,,22.0,17.0,20.0,15.0
4509,FD06,G,163.0,21.0,132.0,174.0,,,,25.0,24.0,21.0,21.0
4510,FD05,G,933.0,19.0,891.0,739.0,1027.0,,,20.0,21.0,,
4511,FD05,G,1126.0,16.0,934.0,1079.0,888.0,1351.0,,16.0,18.0,16.0,16.0
4512,FD01,G,677.0,17.0,648.0,627.0,,,,17.0,17.0,16.0,16.0
4513,FD05,G,2205.0,12.0,2514.0,2621.0,1352.0,2887.0,,12.0,11.0,12.0,
4514,FD07,G,3123.0,23.0,2708.0,2236.0,2337.0,2780.0,,21.0,24.0,24.0,21.0
4515,FD05,G,2188.0,14.0,2857.0,2487.0,2506.0,2402.0,,16.0,15.0,17.0,13.0
4516,FD05,G,1075.0,18.0,1291.0,1003.0,,,,16.0,18.0,,
4517,FD05,G,117.0,20.0,110.0,104.0,88.0,113.0,,22.0,21.0,20.0,22.0
4518,FD05,G,939.0,21.0,958.0,1224.0,681.0,,,20.0,21.0,25.0,
4519,FD02,G,10110.0,18.0,9269.0,13213.0,9987.0,,,15.0,17.0,,
4520,FD07,G,1017.0,19.0,1270.0,887.0,1128.0,913.0,,19.0,17.0,20.0,17.0
4521,FD05,G,3254.0,18.0,3413.0,5129.0,4946.0,3298.0,,18.0,21.0,18.0,18.0
4522,FD04,G,1207.0,21.0,768.0,1277.0,1295.0,1534.0,,18.0,19.0,20.0,
4523,FD05,G,6322.0,20.0,5326.0,8114.0,,,,17.0,20.0,,
4524,FD03,G,11852.0,22.0,11509.0,10320.0,8190.0,22713.0,,22.0,17.0,,
4525,FD05,G,520.0,19.0,483.0,565.0,585.0,,,19.0,17.0,18.0,
4526,FD07,G,5221.0,16.0,6291.0,5080.0,5541.0,,,10.0,18.0,,
4527,FD03,G,4582.0,20.0,6452.0,4886.0,4620.0,,,20.0,20.0,24.0,21.0
4528,FD06,G,5080.0,17.0,3656.0,3933.0,,,,15.0,16.0,21.0,16.0
4529,FD05,G,6522.0,20.0,6638.0,7590.0,,,,19.0,19.0,20.0,20.0
4530,FD01,G,1288.0,15.0,1086.0,817.0,1460.0,1041.0,,16.0,16.0,16.0,13.0
4531,FD03,G,1350.0,24.0,1257.0,1208.0,,,,26.0,25.0,,
4532,FD05,G,301.0,17.0,292.0,347.0,314.0,,,18.0,19.0,18.0,18.0
4533,FD04,G,941.0,21.0,1056.0,1157.0,847.0,,,19.0,21.0,20.0,19.0
